reviewId,content,score
4400182a-efb2-4840-92f2-e71aeef9ebbe,tolong di kurangi iklan,4
a53fab67-2d87-4937-845e-3dd0747cf664,mantap,5
51a992f3-bd04-4233-98f7-6538f1d33b9c,lah kok ga bisa di buka,1
b08a41e6-99c3-4264-8da8-185312c7ff08,bagus,5
2df16906-2a81-4c4f-887c-2e0349dd1303,lumayan bagus sihh beda Ama Spotify haha,5
0eaa8a84-1cd6-4723-98b0-b6937596a8ed,ga ada yg gratis masih pake intermetan kalo pake aplikasi ini😁😁😁,3
84c60125-02fe-43e6-a19d-d0bce8269e1e,lagu cuma bisa diputar sebentar gak full,1
9e90ec92-f1f2-4229-9abc-436026af2e71,sangat menghibur,3
0f1e1bd7-7833-4b3e-a5fd-bc99133ba937,super baguss dan komplit,5
932b5ba8-ce75-40db-b190-bf967dc5ae0b,Kayaknya asekkk,5
b2bc9993-6773-465d-84e5-84c7c01a0b6b,mantap,5
39b490e7-1c9b-4ef6-a767-57b7f78c7361,apk jelek,1
a04c0367-caad-4320-98ec-28e26ea79b18,saya suka top deh pokok nya,5
d5a68c66-884c-42a2-a994-02c8daf1cb5d,luar biasa suaranya jernih,5
25648e56-c780-4482-8293-3de8937e9509,Mantap,5
9db8dc4e-7351-402c-a650-798b85f61df2,mantapzzz,5
210bfb46-eb81-495a-bff9-1e2689dbb641,Bagus,5
da92a1f5-46f0-4fa7-a282-d4222618c92a,bagus banget tdk ada hiklannya,5
7f30deb2-4b37-4b46-ab86-adfed5d1d61a,ok,5
d1914075-1c5c-4776-ad53-5d0b6b640e2d,buruk gk jelas nyesel dowload kaya gini ngabisin kuota doang,1
4e62c5b9-fc27-41ff-b850-55028c9ea3c0,musik pada hilang 🥲,1
6e7f620a-5d9e-487d-ab00-21fadbd3419a,good,4
3c2bdb25-717b-4380-80da-1d53ee113241,bagus,3
b7a82c11-3ed3-4978-98ff-e870865ea79a,sangat Bagus,5
df096348-275f-4b8f-a016-bcf37828b657,sangat cocok untuk bekerja,5
0deaa60a-57fe-4b85-9bef-ab00faabd450,"Kenapa sekarang tidak dapat memainkan lagu yang ada di library (terakhir didengar) jika tidak terhubung dengan jaringan? Apakah harus selalu online, sedangkan di Indonesia ini tidak semua lokasi mendapatkan sebaran sinyal yang merata, jika memang demikian,maka akan menjadi pertimbangan pengguna setia Joox untuk beralih ke apk sebelah",3
56fe4d44-7b08-4983-8895-7eb3c897ae6f,gatau gimana apa emg gw yg ga ngerti. perasaan kaga ada semua lagunya nyari lagu K-pop ga lengkap,3
d1442b0e-52ea-4991-b0f7-a8b926ce2015,bagus,5
40bcb3b0-b027-427a-928e-8e03a3d814b2,apk jelek....jangan di download nanti nyesel,1
9049ab82-a06a-448a-a85d-164f37ba97d7,banyak iklan dan berbayar,1
559aa4c5-cd60-4e8d-98d8-0e8070ca0fe3,bagus 👻👻,5
36c00288-8e8a-4c52-a112-9afd6286c703,memuaskan sekali,5
82b97f30-b2ac-4650-84ae-a7c3c3bc1dff,"jgn unduh aplikasi ini,, aplikasi Nora 😝😝😝😝😝😡",1
d73e34aa-95ca-4da0-934b-0b76323c4a52,Menurut saya app paling bagus menghibur saya,5
dc9c1a06-27f6-4e71-88cc-7bc298fbe64a,"ni apk bgs. bukan maksud ngebandingin, tapi apk sebelah sptfy ituu kan ga bisa didownload dan harus VIP untuk gue yg kaum misquen ga bisa dngrn lagu kalo abis paket, trus ada apk dulu juga bagus namnya rsso, tapi udah dihps pdhl itu bagus tapi gpp deh diganti sama joox ini. bagi yg mau download worth it banget sumph, apk ini ada lrrk, bisa of dan on, trus ada fitur2 yg ga kalah jauh bagus, mngkn aga kesel krna lagunya banyak yg ga mndnia, misal nih lagu Taylor Swift kan banyk tpi disini cuma dkt",5
871cb256-1b5c-4e80-834b-e7c0c3488086,Mantabbb...,5
1cc0d060-c471-41f8-a903-9bc46597b9df,bagus,5
154f999f-77f8-48cf-9f14-a7bc76debde0,joox mmemang mantap,5
23f4117c-bc80-4e17-bc9c-6c12d9073699,good job,5
3c220eda-5d50-461c-bc9b-3e9ce00fd1ca,SANGAT RUDETT PABEULIT JEUNG IKLAN,1
d1bf2590-8efe-47e3-9ca3-7220484b4ba6,Apknya jelek gakbagus gak bisa di instal dan terus gak ada hero alucard nya sama suyou karina dan lain lain ngak bisa nge jungle lavi,5
0c387b64-ecdc-47e3-8c06-47f63817a0f7,bagus,5
364b81bb-e7b9-45d8-ad0f-d12ef5aa8864,gak jelas,1
82ee9029-3d90-4da5-94f3-2cbaef73be4d,bagus,5
f6a236dd-ef0c-481d-9823-ef38db1be0db,lagu dangdutnya kurang lengkap,3
6d1b1724-1fb6-4244-a658-da2d6d4943ff,mntap,5
97632c16-6078-4514-9fd1-8ae36e851f75,"terima Kasih sudah menemani di 2015-2018, the nostalgia. thank a lot, joox.",5
11168738-f7c2-493a-8f14-7a4007fda915,Gak suka cara pencarian musiknya suka gak sesuai,2
d0eaa2f2-596c-4410-82e0-2ef30906cc23,mantap,5
256eff92-fe63-413c-bd0e-8201577833d4,mantap,5
a928166b-9c55-448c-9c85-70c6159ec597,bgus,5
dddbf8fc-6414-4c5a-ba18-29a8ffc45458,ok,5
7c60fce6-9491-4f84-901e-0afaed4ec255,😀,5
812c46c6-30c6-4feb-a289-b109217d116a,"niat nyoba langganan ternyata ga cocok, lupa berhenti langganan langsung kepotong anj saldo gue 50rb",1
3d7a0e6c-0ad4-4e4b-b52a-ac58095cdbba,kren,3
8fae9b0b-da20-449a-9e5a-aaef75d3d2a6,mantap,5
5a42c943-388b-4e3a-a79b-dc19be39b316,aplikasi musik OK banget 🤗🤗🤗,5
36a40a72-6e06-4106-87bb-76c2117037c0,bagus bisa download lagu nya😊,4
2150bfa6-a27f-489e-a6ea-fe679780cf5b,bagus,5
4cb568d7-5506-46fe-979d-adbfc4a7af00,Too many add's 🤣,1
b68f1d2c-24b8-48f9-a484-5a1f1cc16b9c,"Joox ampas banget sekarang,isinya iklan semua,udah lagu nya banyak yg kaga ada,iklan segunung udah kayak michat aja",1
0174ca94-9228-4b94-b0ba-fbba5e009ec5,mantap kali 🙂🙂🙂😘😘,5
82ea48a7-571d-44d9-9fbc-ffeee04fadc4,iklanya y ampun,1
3c1c9428-9d36-4794-bf30-c53b89c8bed0,lumayan bagus..ntr klo bagus terus baru bintang 5 ...,4
ba7794f1-e259-4d91-9048-0119a2917274,"dulu asik lagu lengkap.. sekarang jadi aplikasi ga jelas cari lagu band2 90 dan 2000 an yg direkomendasi malah mahalini, seventeen kalaupun ada cm lagu dari band2 cover.. nyesal download JOOX abisin kuota..",1
da8cd40f-80f5-483b-94ec-b2dd89bc5272,Sedih banget nggak ada lagu Maher Zain.,1
9fff6c1a-89e1-49ab-9038-17340bed4031,sip..murah,5
6cf8964e-9faa-420c-b752-40f940f5ec06,"apk-nya tambah jelek pake BANGET. lagu-lagunya kurang lengkap. udah bertahun-tahun, kayak gak nambah lagu, padahal dari grup band cukup populer di Indonesia.",2
56879c85-8b91-4e43-b75c-c6b4d227146d,the best,5
24f93f7c-a045-443b-aff7-e92c92d11876,Good,5
a687a064-970e-43f1-b838-6b6f32bd6786,kalo ndk premium lagu nya ndk bisa diputar,1
19011479-7b7e-4b5d-b0db-db5dd83bf867,"suaranya jernih, pilihan lagunya semuanya ada. top pokonya deeh..",5
f889828a-690a-4979-9cbc-e3974f3fa805,👍👍,5
743312d6-7715-4f82-a8c8-2e7d019c44d4,aplikasi tll banyak iklan,1
fe6990a9-3f75-4837-9464-1ab046354918,berbayarrr,1
12bfbed5-24cf-4189-bcac-85ff79ec9527,ok mantap,5
2b609646-cfd6-4214-b9ce-da8ff6a04f53,saya punya,5
d7bc27c9-0771-408b-811a-2532a4f5ac31,cukup bagus untuk hari ini....!!!!,5
fba81393-1453-4e9a-9960-ecca46de5ddb,Kawan santai,5
2ec4cd87-488a-4473-b4bf-3b12160e4c9e,ok,5
e10b9685-5134-43e5-a3ee-d180f534c38a,banyak lagu rohani yang salah tempat.atau di campur dengan musik lain,1
93afaf3e-189c-45cd-b9f0-f1f006eb22a5,mantap,5
c48659ac-3587-453c-b454-6e8c42749a05,sangant bagus puas banget pokonya,5
0979a28b-6b4f-4e08-a54d-1469cd2466ba,sangat bagus,5
4e16f538-af98-4bbc-be86-06bd5f76a06c,bagus bagus banget aplikasi y ada bisa di Download jga makch 👍👍👍,5
b2c66e86-afcb-4de5-bfbe-39da1e82dd50,menyenangkan....banyak bnget pilihan lagu nya....bisa d download lagi....perfect dech..,5
879a6119-0293-4d79-a404-8fd769558bbd,"pilihan lagi kurang banyak , sebagai pengguna Spotify yg mencoba joox karena Spotify premium abis. jadinya merasa sedikit kecewa karena beberapa lagu tidak ada",4
8e14bc4f-c595-4bac-9b47-40c5c090fb23,👍🏼👍🏼,5
97ba2d5c-baac-4931-9c5b-54ee36a1dfbb,good nice,5
24ab801f-b296-4c38-a655-170791de39b5,"joox skrang bukan joox yg dulu , jangan di download nyesel nyesel",1
def1d38d-a022-4717-bece-fae5a6ae4d5f,"aplikasi udah tidak bagus seperti dulu, jelek, gak lengkap daftar playlist lagu",1
3128c4a3-b5ca-4f5f-bde7-4d04ef3aa43a,lagunya sudah tidak lengkap lagi,1
7a3918cf-edd0-4241-991a-380bc23da8b9,dikit2 iklan musik kbnykan vip. enak pke apk sbelah.,1
41486423-0d3c-4401-aa1d-4c31f57c2b7f,Wish all the best of you 🙌,5
afa34cb0-8303-4ba0-97da-8b6a50f22b3d,Sangat baik untuk putar lagu lama maupun lagu baru,5
c119e769-f781-4f98-b3c9-4f4be0067326,ok,5
e03778e4-10c7-46a0-8496-65ae2e980da8,Popular in 2019-2021 lawan tiktok bruh,5
4c6d55ed-a558-4ba2-92ee-504d7c98001c,"lagunya update dan enak, untuk jalan jalan pagi",5
51e2d42a-c0aa-47c2-85b7-53c47828a639,"mantap, gan",5
3e581e35-577a-42a9-8b53-358ed02eae08,kerenn,5
3fe21374-99a5-4148-a841-be07ebbf9be4,cringe,3
54282aeb-1f24-4534-8ec2-ef99c10b329a,Bagus,5
bc041e1b-0fd1-4c58-b773-96846a06d773,bagus,5
566c441d-6ebd-43b8-b473-6d535412a34b,goood👍👍👍 aku suka,5
95aea85f-6cce-4a10-90f8-69f3b33a647f,ok,5
e507f89c-b4d3-440b-9792-3413ad07f18d,"aplikasi kagak bermutu,beda Ama yg dulu,nyari artis siapa ehhhh yg muncul yg lain,mending hapus aja nih aplikasi ini dari indo🥱🥱🥱",1
bee31f60-dad2-45bf-8224-ad07ef3843ee,mantap 👍👍👍,5
41eea208-4571-47c2-b7e2-33dafa1a56cd,mantul,5
bd0d7b8c-ddb7-4ba7-b9f2-3afae9b4edac,mantaapp,5
8b867d30-59a3-43ca-a6c5-2b2c3bc68ef7,mantap..,5
f0b5da86-fc09-4640-bdcd-7f3852ef560a,bagus,5
b0a539c3-4466-44ea-af61-b066701466ce,dh ada perkembangan lagi dl sempet dowlond skrng dowlond lg deh,5
316a7632-7919-4526-a697-6f738b20a0c4,sangat baik aplikasi joox ini semoga makin sukses,5
510d5cba-e6fd-4f90-bda1-1ad6fc3be3eb,aplikasinya ok,5
3e3239de-8b21-428e-a62f-e3ef2f81adb7,good,5
b1e74b16-9f13-4b61-853e-f8fffcccc74e,aplikasi musik paling smpah jelek banget,1
6a766f91-8983-4c77-8dc6-018731392324,mntap,5
b5705b7c-5967-458e-9424-a13218a8c8e9,very good,5
943cda19-1d24-463b-b462-af26ce9f41cf,kasih bintang 3 dulu ..baru download sih👍,3
9f85ddd0-a294-45ee-9fba-234e65825d36,masih nyoba dlu,3
96d0135d-b652-47f9-8c46-3494e381e06c,mantap,5
b82bad7c-979a-425c-8e5f-db58539b1dd8,ini sudah bagus tapi sayang judul lagu nya yg benar jangan di ubah lagi,2
bc154114-7722-4bf9-95e4-c5ac15f85b4f,good music app,5
56b8397c-7adb-409b-9fef-9f3b21ed6b37,susah banget nyari original songnya .. kebanyakan copyright,2
83bc35d7-0348-423e-aa87-9275d632676f,sangat bagus,5
a73c0691-810a-4f73-846d-640e6879d6f0,mantap,5
406430db-188f-4fb4-a4be-f542ecfee033,ok,5
45550b13-ea17-4cf5-8f76-573473c0f6bb,bagus,5
075cb67c-c70a-4770-8a71-ed9bba5c1f28,Cocok,5
22603029-314f-479b-bcac-bbfaaaf9d84b,music on terus stabil mantab,5
90c9583e-424f-4774-815e-b4174b4c1651,bagus,5
e827f2ce-6287-4765-90eb-d0cdc077fb73,sangat cocok untuk cari lagu favorit,5
3b37c86d-280a-4555-b0a6-7f30bd2d79b6,cukup baik,4
0f878063-170d-4b89-9820-9efb8c06ffb3,bagus bingitt bisa setel lagu offline tapi sayangnya .................... kamu sayang aku engga,5
eb3aabb6-eb0e-4449-a14c-00b583476375,"Nice and fun.., Thanks",5
dd842e35-b349-49c9-9fa1-d3ef821bf38d,mantap sekali Pokoknya keren abis deh,5
98ce40cf-c8c7-4215-9a1e-53a0b564ab15,oke,5
411c273b-20e3-4343-b3bb-8afe6685c04f,"Kenapa saya kasih bintang 5? Karena alasannya, suara jelas, suara banyak pilihan, ada K-pop juga, bisa download lagu, ada teks lagu yang berjalan, kumplit bangett, kalo disuruh rating dari 1/10, aku mau kasih 1000 ratingg... 😃☺ (Sebenernya K-pop udah kumplit kok, bangett malahan, cuman tambahin lagi aja ya developer lagu lagu nya, soalnya aku cari lagu Venom dari Stray Kids gaada soalnya😅😔).",5
7a389c18-fca0-4d27-b84a-cdcb31d00886,bagus lagu lagu nya,5
609f61f2-a1a4-4a53-a9bb-24c6ce7347ec,sangat cocok untuk kita semua 👌👌,5
fedbe84b-c2ca-474f-aad9-d90c2a7834bf,kerenn,5
08d4f948-b532-4425-846f-8bde9a17da35,keren,5
a999fda2-0f84-49ef-9706-d14d3ffcc29c,suara jernih,5
c9ceea6c-56c9-4c8b-bfab-b5739ef2c062,best apk,5
e0e33b7d-11e5-4c13-bc44-1cca36602ce1,sangat puas,5
160f8e9a-92b8-4629-9437-1b3bb072c835,Sekarang joox udah gak bagus .. banyak lagu yg gak bisa di putar dan gak bisa di temukan...,1
478659cd-329c-450b-b6a5-d62818045af5,oke banget,5
f96b2680-e2f4-44b5-93af-84b23c1edfa5,"2 menit langsung uninstall, dikit dikit iklan, dikit dikit ganti lagi otomatis.. aplikasi busuk.",1
c5dbf428-ecad-4ae9-bc54-880aa05f82cb,joox top dah,5
0a40af2b-1b28-4fae-975b-b7f861bfcdd5,mantap,5
f4342712-5d40-4995-8a39-ba470ab93b17,aplikasi ini bagus banget,5
68578004-3d66-4bd7-96fb-1716fb765fd6,aplikasi aneh,1
9faee7ff-f719-43b5-a773-aca15369ed39,toppppp,5
fc71deca-befb-47b6-9745-64d9e521987a,"suka banget,jaringannya stabil bagus.",5
e476b38c-2699-41f9-bc24-3f29bfebf85c,ASYIK,5
e262b105-c05c-4529-b593-8657265c0fc8,burikk tidak ada suara penyanyi yang asli semuanya. di edit,1
ba3915f0-b343-4173-986f-a97b11103633,sangat baik,5
6dce7933-8215-44a1-a4f8-d03a33aacbd3,nostalgia an,5
eee2bccf-ccd9-48ff-ab15-1d24d10c7c39,terbaik,5
c5b5b466-4a35-485f-a8aa-5576116e3d1d,mantaappp,5
8675ff67-678c-4843-acb2-06f89d8c1216,keren dan bagus,5
61386b57-f977-46c4-8247-6e01becac01d,berekspresi sesuka hati di JOOX lewat lagu,5
017c404d-cbd8-4784-a0b7-7c74b086cc5d,oke banget,5
91098053-3c2a-4958-81c2-026d5b5e99c6,bagus min,5
970850fc-faeb-425c-ae25-c322478299d3,enak bgt buat lari apalagi kalo larinya pagi pagi,5
c93f3fe9-de61-48ca-a5a2-c6010358e55f,aplikasi apaan lagu the Jansen saja tidak ada payah jangan di download kalo tidak mau nyesal aplikasi tdk jelas,1
1cad9df6-67f5-49b6-9184-ef325cc8bad4,The best,5
e244a468-9d1a-4101-8213-8d49ca506463,"aplikasi nya nggak jelas, lagu yg di cari nggak ketemu2, cari lagu rungokno aku, yg keluar nggak sesuai sama yg di cari, kecewa berat",1
6a0d26d1-7295-4183-a907-388288593134,"Instal buat coba coba saja, Ternyata semenyebalkan itu iklannya, mode gratisan cuma dikasih jangka waktu 1 jam an setelah itu lagunya tiba-tiba cuma diluter setengah2 bahkan sampek matikan lagu dan gk bisa putar sebelum vip, Tpi ngapain juga beli vip lagunya gk lengkap",2
cfcad8b8-a2bd-44b5-8cca-99118de32261,mntap,5
52d1e803-66be-40ae-a902-5363a7ff3eaf,versi lawas.,5
d4b345bc-1a24-4742-bddc-f68c0d8a5991,Menikmati terbaru dr sebuah musik dunia,5
82df41b5-81fd-4692-be9f-126c964a6966,oke enak di dengar semua lagunya,5
904d75cd-655e-40f6-b24e-780dae76fa8d,lagu nyaa tidak lengkap seperti apk sebelah :(,3
94f1bef7-0990-4299-ab60-2599b6b49747,"pernah pake dari 2016 - 2020 selalu beli VIP, baru install lg sekarang.. saya kira ada perubahan lebih baik, ternyata tambah buruk. aplikasi streaming musik malah jadi sekelas Tiktok, lagu ga update, Sound buruk. otomatis langsung Uninstall lg. emang Spot1Fy jauh lebih baik.. sangat mengecewakan",1
4423ca9d-8e82-440e-ab92-dc23ee51fd1f,Masya Allah enak banget sumpah suaranya ehh mantap 👍🏻👍🏻,5
a92ad578-10ee-4b42-b6bf-cff387c2aa75,bagus,4
cb39ee7b-4c7e-42cd-b8e7-bcc018607fcc,mantap suara jernih,5
7fffa992-c87a-4152-a023-c470c8fb6e44,sangat bagus,5
f4447c52-6af7-4df2-9105-24e29401569d,mantap,5
a0324eda-a862-4eaf-bcce-e46382d93764,baru tau sy.jook bagus banget,5
951db38f-75c2-4871-9634-9e46eb3dbec0,mantap,5
f4fc1319-4eb0-463e-ab81-e6c87b5b86b2,good,5
b62c5a12-5f0c-4d73-98b6-dcb009de8cc4,bagus dan bagus,5
205dfa97-2a98-4358-a040-8dd225fbd42e,keren abis tolong lebih update,5
19f4f826-fa03-4bc3-98dc-8e18f434da97,good,4
ec33b46c-1e73-464a-a5f6-4ca3a699d463,keren,5
94dda00a-1576-4aba-800a-feda2ffc8be8,good and cool,5
e418adfe-e46f-4c4b-836e-41202a23d9d8,sangat menghibur,5
5b683c07-baab-47dd-998d-6a48cf914434,godd musics,4
ec0be4a9-0ced-4023-8c55-77c55ededb71,aneh,1
3560c780-3704-4329-8594-7f24fb0b58b5,rekomen banget ayo coba,5
a91c7d49-1a9c-4a72-8781-4c6253502d25,"suka bgt SMA Jook,krna aku ada gratisan dr paket",5
3f3b7842-ad4a-4393-9100-cf6e8d59dab9,Bagus,5
f534bf5f-050c-4c28-aa3a-cd5309753921,kngen joox 😓😓,2
48d57f65-16cb-456b-a22b-722c0968c7ea,mantap,5
77e63784-5a7e-4ce3-8bd1-a74e5bc7804a,Oke,5
4ba98d52-1438-4fa1-a678-4b442e4ba0fa,Sejauh ini masih yang terbaik,5
f34334d8-b77e-44dd-ba1c-76a825a56461,maknyuss,5
